prompt,label
"Context: At the same time or shortly thereafter, Atta - the only terrorist on board trained to fly a jet - would have moved to the cockpit from his business - class seat, possibly accompanied by Omari. As this was happening, passenger Daniel Lewin, who was seated in the row just behind Atta and Omari, was stabbed by one of the hijackers - probably Satam al Suqami, who was seated directly behind Lewin.
Question: Who was seated in the row behind two of the terrorists?
Answer: Ong",0
"Context: At the same time or shortly thereafter, Atta - the only terrorist on board trained to fly a jet - would have moved to the cockpit from his business - class seat, possibly accompanied by Omari. As this was happening, passenger Daniel Lewin, who was seated in the row just behind Atta and Omari, was stabbed by one of the hijackers - probably Satam al Suqami, who was seated directly behind Lewin.
Question: Who was seated in the row behind two of the terrorists?
Answer: Daniel Lewin",1
"Context: At the same time or shortly thereafter, Atta - the only terrorist on board trained to fly a jet - would have moved to the cockpit from his business - class seat, possibly accompanied by Omari. As this was happening, passenger Daniel Lewin, who was seated in the row just behind Atta and Omari, was stabbed by one of the hijackers - probably Satam al Suqami, who was seated directly behind Lewin.
Question: Who was seated in the row behind two of the terrorists?
Answer: Omari",0
"Context: At the top will sit a launch abort system, with downward - facing thrusters that would save the crew from a jarring crash in the event of a rocket malfunction. The bottom portion, the service module, will perform various functions such as in - space propulsion and cargo storage. Nestled between the two will be the crew module, capable of supporting human life from launch until recovery.
Question: The crew module is nestled between which two systems or modules?
Answer: Spire and round base",0
"Context: At the top will sit a launch abort system, with downward - facing thrusters that would save the crew from a jarring crash in the event of a rocket malfunction. The bottom portion, the service module, will perform various functions such as in - space propulsion and cargo storage. Nestled between the two will be the crew module, capable of supporting human life from launch until recovery.
Question: The crew module is nestled between which two systems or modules?
Answer: LAS and SM",1
"Context: At the top will sit a launch abort system, with downward - facing thrusters that would save the crew from a jarring crash in the event of a rocket malfunction. The bottom portion, the service module, will perform various functions such as in - space propulsion and cargo storage. Nestled between the two will be the crew module, capable of supporting human life from launch until recovery.
Question: The crew module is nestled between which two systems or modules?
Answer: Propulsion and cargo storage",0
"Context: At the top will sit a launch abort system, with downward - facing thrusters that would save the crew from a jarring crash in the event of a rocket malfunction. The bottom portion, the service module, will perform various functions such as in - space propulsion and cargo storage. Nestled between the two will be the crew module, capable of supporting human life from launch until recovery.
Question: The crew module is nestled between which two systems or modules?
Answer: Fencing foil, with a tall spire",0
"Context: At the top will sit a launch abort system, with downward - facing thrusters that would save the crew from a jarring crash in the event of a rocket malfunction. The bottom portion, the service module, will perform various functions such as in - space propulsion and cargo storage. Nestled between the two will be the crew module, capable of supporting human life from launch until recovery.
Question: The crew module is nestled between which two systems or modules?
Answer: The launch abort system and the service module",1
"Context: Back in Afghanistan, Bin Laden anticipated U.S. military retaliation. In Kandahar, he rotated between five to six residences, spending one night at each residence.
Question: Who kept rotating between five to six residences in Kandahar?
Answer: Remainder",0
"Context: Back in Afghanistan, Bin Laden anticipated U.S. military retaliation. In Kandahar, he rotated between five to six residences, spending one night at each residence.
Question: Who kept rotating between five to six residences in Kandahar?
Answer: Osama bin Laden",1
"Context: Back in Afghanistan, Bin Laden anticipated U.S. military retaliation. In Kandahar, he rotated between five to six residences, spending one night at each residence.
Question: Who kept rotating between five to six residences in Kandahar?
Answer: Bin Laden",1
"Context: Back in Afghanistan, Bin Laden anticipated U.S. military retaliation. In Kandahar, he rotated between five to six residences, spending one night at each residence.
Question: Who kept rotating between five to six residences in Kandahar?
Answer: Khalid Sheikh Mohammed",0
"Context: Beneath the warrior Spiltdorph had shot we found the child. The cold water brought it back to life and it began to cry again, whereat Spiltdorph took off his coat and wrapped it tenderly about it.
Question: Who shot a warrior and wrapped a child in his coat?
Answer: The warrior",0
"Context: Beneath the warrior Spiltdorph had shot we found the child. The cold water brought it back to life and it began to cry again, whereat Spiltdorph took off his coat and wrapped it tenderly about it.
Question: Who shot a warrior and wrapped a child in his coat?
Answer: Spiltdorph",1
"Context: Benjamin, 53, of Jersey City had been collecting Social Security disability after undergoing double bypass surgery when the checks stopped coming. "" But what got me was they did n't let me know they did n't get it, they just cut me off,"" he said, adding he found it impossible to negotiate the Social Security bureaucracy himself.
Question: What became impossible for Benjamin?
Answer: Looking good",0
"Context: Benjamin, 53, of Jersey City had been collecting Social Security disability after undergoing double bypass surgery when the checks stopped coming. "" But what got me was they did n't let me know they did n't get it, they just cut me off,"" he said, adding he found it impossible to negotiate the Social Security bureaucracy himself.
Question: What became impossible for Benjamin?
Answer: Singing",0
"Context: Benjamin, 53, of Jersey City had been collecting Social Security disability after undergoing double bypass surgery when the checks stopped coming. "" But what got me was they did n't let me know they did n't get it, they just cut me off,"" he said, adding he found it impossible to negotiate the Social Security bureaucracy himself.
Question: What became impossible for Benjamin?
Answer: Carrying his items upstairs",1
"Context: Benjamin, 53, of Jersey City had been collecting Social Security disability after undergoing double bypass surgery when the checks stopped coming. "" But what got me was they did n't let me know they did n't get it, they just cut me off,"" he said, adding he found it impossible to negotiate the Social Security bureaucracy himself.
Question: What became impossible for Benjamin?
Answer: Negotiating Social Security bureaucracy by himself",1
"Context: Benjamin, 53, of Jersey City had been collecting Social Security disability after undergoing double bypass surgery when the checks stopped coming. "" But what got me was they did n't let me know they did n't get it, they just cut me off,"" he said, adding he found it impossible to negotiate the Social Security bureaucracy himself.
Question: What became impossible for Benjamin?
Answer: Paying his bills",0
"Context: Benjamin, 53, of Jersey City had been collecting Social Security disability after undergoing double bypass surgery when the checks stopped coming. "" But what got me was they did n't let me know they did n't get it, they just cut me off,"" he said, adding he found it impossible to negotiate the Social Security bureaucracy himself.
Question: What became impossible for Benjamin?
Answer: For Benjamin it is impossible to negotiate the Social Security bureaucracy himself",1
"Context: Benjamin, 53, of Jersey City had been collecting Social Security disability after undergoing double bypass surgery when the checks stopped coming. "" But what got me was they did n't let me know they did n't get it, they just cut me off,"" he said, adding he found it impossible to negotiate the Social Security bureaucracy himself.
Question: What became impossible for Benjamin?
Answer: Carrying groceries up the stairs",0
"Context: Benjamin, 53, of Jersey City had been collecting Social Security disability after undergoing double bypass surgery when the checks stopped coming. "" But what got me was they did n't let me know they did n't get it, they just cut me off,"" he said, adding he found it impossible to negotiate the Social Security bureaucracy himself.
Question: What became impossible for Benjamin?
Answer: Walking up the stairs",1
"Context: Benjamin, 53, of Jersey City had been collecting Social Security disability after undergoing double bypass surgery when the checks stopped coming. He said the agency claimed he had failed to return a form updating the condition of his health. "" But what got me was they did n't let me know they did n't get it, they just cut me off,"" he said, adding he found it impossible to negotiate the Social Security bureaucracy himself.
Question: Why was Benjamin of New Jersy seeking legal help?
Answer: His social security checks stopped coming",1
"Context: Benjamin, 53, of Jersey City had been collecting Social Security disability after undergoing double bypass surgery when the checks stopped coming. He said the agency claimed he had failed to return a form updating the condition of his health. "" But what got me was they did n't let me know they did n't get it, they just cut me off,"" he said, adding he found it impossible to negotiate the Social Security bureaucracy himself.
Question: Why was Benjamin of New Jersy seeking legal help?
Answer: He was seeking assylum",0
"Context: Benjamin, 53, of Jersey City had been collecting Social Security disability after undergoing double bypass surgery when the checks stopped coming. He said the agency claimed he had failed to return a form updating the condition of his health. "" But what got me was they did n't let me know they did n't get it, they just cut me off,"" he said, adding he found it impossible to negotiate the Social Security bureaucracy himself.
Question: Why was Benjamin of New Jersy seeking legal help?
Answer: He wanted to move to a ground floor apartment",0
"Context: Benjamin, 53, of Jersey City had been collecting Social Security disability after undergoing double bypass surgery when the checks stopped coming. He said the agency claimed he had failed to return a form updating the condition of his health. "" But what got me was they did n't let me know they did n't get it, they just cut me off,"" he said, adding he found it impossible to negotiate the Social Security bureaucracy himself.
Question: Why was Benjamin of New Jersy seeking legal help?
Answer: Sell apartment",0
"Context: Benjamin, 53, of Jersey City had been collecting Social Security disability after undergoing double bypass surgery when the checks stopped coming. He said the agency claimed he had failed to return a form updating the condition of his health. "" But what got me was they did n't let me know they did n't get it, they just cut me off,"" he said, adding he found it impossible to negotiate the Social Security bureaucracy himself.
Question: Why was Benjamin of New Jersy seeking legal help?
Answer: To buy a house",0
"Context: Benjamin, 53, of Jersey City had been collecting Social Security disability after undergoing double bypass surgery when the checks stopped coming. He said the agency claimed he had failed to return a form updating the condition of his health. "" But what got me was they did n't let me know they did n't get it, they just cut me off,"" he said, adding he found it impossible to negotiate the Social Security bureaucracy himself.
Question: Why was Benjamin of New Jersy seeking legal help?
Answer: To get SS back",1
"Context: Benjamin, 53, of Jersey City had been collecting Social Security disability after undergoing double bypass surgery when the checks stopped coming. He said the agency claimed he had failed to return a form updating the condition of his health. "" But what got me was they did n't let me know they did n't get it, they just cut me off,"" he said, adding he found it impossible to negotiate the Social Security bureaucracy himself.
Question: Why was Benjamin of New Jersy seeking legal help?
Answer: To object his cut off Social Security disability benefits?",1
"Context: Billy has blonde hair. Deborah has blonde hair, and Billy and Sally's father, Bob, has brown hair.
Question: Who does Billy have the same color hair as?
Answer: Bob",0
"Context: Billy has blonde hair. Deborah has blonde hair, and Billy and Sally's father, Bob, has brown hair.
Question: Who does Billy have the same color hair as?
Answer: Deborah",1
"Context: Billy has blonde hair. Deborah has blonde hair, and Billy and Sally's father, Bob, has brown hair.
Question: Who does Billy have the same color hair as?
Answer: His mom Deborah",1
"Context: Bin Laden also relies heavily on the Egyptian writer Sayyid Qutb. He dismissed Western achievements as entirely material, arguing that Western society possesses"" nothing that will satisfy its own conscience and justify its existence.""
Question: Whose scholarship dismisses Western achievements as entirely material?
Answer: Qutb",1
"Context: Bin Laden also relies heavily on the Egyptian writer Sayyid Qutb. He dismissed Western achievements as entirely material, arguing that Western society possesses"" nothing that will satisfy its own conscience and justify its existence.""
Question: Whose scholarship dismisses Western achievements as entirely material?
Answer: Westerners",0
"Context: Bin Laden also relies heavily on the Egyptian writer Sayyid Qutb. He dismissed Western achievements as entirely material, arguing that Western society possesses"" nothing that will satisfy its own conscience and justify its existence.""
Question: Whose scholarship dismisses Western achievements as entirely material?
Answer: Sayyid Qutb",1
"Context: Bin Laden also relies heavily on the Egyptian writer Sayyid Qutb. He dismissed Western achievements as entirely material, arguing that Western society possesses"" nothing that will satisfy its own conscience and justify its existence.""
Question: Whose scholarship dismisses Western achievements as entirely material?
Answer: Sayed Qtbo",0
"Context: Bin Laden also relies heavily on the Egyptian writer Sayyid Qutb. He dismissed Western achievements as entirely material, arguing that Western society possesses"" nothing that will satisfy its own conscience and justify its existence.""
Question: Whose scholarship dismisses Western achievements as entirely material?
Answer: Jahiliyya",0
"Context: Bin Laden also relies heavily on the Egyptian writer Sayyid Qutb. He dismissed Western achievements as entirely material, arguing that Western society possesses"" nothing that will satisfy its own conscience and justify its existence.""
Question: Whose scholarship dismisses Western achievements as entirely material?
Answer: Muslims",0
"Context: Bin Laden also relies heavily on the Egyptian writer Sayyid Qutb. He dismissed Western achievements as entirely material, arguing that Western society possesses"" nothing that will satisfy its own conscience and justify its existence.""
Question: Whose scholarship dismisses Western achievements as entirely material?
Answer: The Egyptian writer",1
"Context: Bin Laden also relies heavily on the Egyptian writer Sayyid Qutb. He dismissed Western achievements as entirely material, arguing that Western society possesses"" nothing that will satisfy its own conscience and justify its existence.""
Question: Whose scholarship dismisses Western achievements as entirely material?
Answer: Bin Laden",0
"Context: Bin Laden also relies heavily on the Egyptian writer Sayyid Qutb. He dismissed Western achievements as entirely material, arguing that Western society possesses"" nothing that will satisfy its own conscience and justify its existence.""
Question: Whose scholarship dismisses Western achievements as entirely material?
Answer: Quota",0
"Context: Bin Laden also relies heavily on the Egyptian writer Sayyid Qutb. Three basic themes emerge from Qutb's writings. First, he claimed that the world was beset with barbarism, licentiousness, and unbelief ( a condition he called jahiliyya, the religious term for the period of ignorance prior to the revelations given to the Prophet Mohammed ).
Question: Who claimed that the world was beset with barbarism, licentiousness, and unbelief
Answer: Qutb",1
"Context: Bin Laden also relies heavily on the Egyptian writer Sayyid Qutb. Three basic themes emerge from Qutb's writings. First, he claimed that the world was beset with barbarism, licentiousness, and unbelief ( a condition he called jahiliyya, the religious term for the period of ignorance prior to the revelations given to the Prophet Mohammed ).
Question: Who claimed that the world was beset with barbarism, licentiousness, and unbelief
Answer: Sayyid Qutb",1
"Context: Bin Laden also relies heavily on the Egyptian writer Sayyid Qutb. Three basic themes emerge from Qutb's writings. First, he claimed that the world was beset with barbarism, licentiousness, and unbelief ( a condition he called jahiliyya, the religious term for the period of ignorance prior to the revelations given to the Prophet Mohammed ).
Question: Who claimed that the world was beset with barbarism, licentiousness, and unbelief
Answer: Sayed Qtbo",0
"Context: Bin Laden also relies heavily on the Egyptian writer Sayyid Qutb. Three basic themes emerge from Qutb's writings. First, he claimed that the world was beset with barbarism, licentiousness, and unbelief ( a condition he called jahiliyya, the religious term for the period of ignorance prior to the revelations given to the Prophet Mohammed ).
Question: Who claimed that the world was beset with barbarism, licentiousness, and unbelief
Answer: Jahiliyya",0
"Context: Bin Laden also relies heavily on the Egyptian writer Sayyid Qutb. Three basic themes emerge from Qutb's writings. First, he claimed that the world was beset with barbarism, licentiousness, and unbelief ( a condition he called jahiliyya, the religious term for the period of ignorance prior to the revelations given to the Prophet Mohammed ).
Question: Who claimed that the world was beset with barbarism, licentiousness, and unbelief
Answer: The Egyptian writer",1
"Context: Bin Laden also relies heavily on the Egyptian writer Sayyid Qutb. Three basic themes emerge from Qutb's writings. First, he claimed that the world was beset with barbarism, licentiousness, and unbelief ( a condition he called jahiliyya, the religious term for the period of ignorance prior to the revelations given to the Prophet Mohammed ).
Question: Who claimed that the world was beset with barbarism, licentiousness, and unbelief
Answer: Bin Laden",0
"Context: Bin Laden also relies heavily on the Egyptian writer Sayyid Qutb. Three basic themes emerge from Qutb's writings. First, he claimed that the world was beset with barbarism, licentiousness, and unbelief ( a condition he called jahiliyya, the religious term for the period of ignorance prior to the revelations given to the Prophet Mohammed ).
Question: Who claimed that the world was beset with barbarism, licentiousness, and unbelief
Answer: Quota",0
"Context: Bolten watched the exchanges and, after what he called"" a quiet moment,""suggested that the Vice President get in touch with the President and confirm the engage order. Bolten told us he wanted to make sure the President was told that the Vice President had executed the order. He said he had not heard any prior discussion on the subject with the President.
Question: What did Bolten talk about?
Answer: The order of succession",0
"Context: Bolten watched the exchanges and, after what he called"" a quiet moment,""suggested that the Vice President get in touch with the President and confirm the engage order. Bolten told us he wanted to make sure the President was told that the Vice President had executed the order. He said he had not heard any prior discussion on the subject with the President.
Question: What did Bolten talk about?
Answer: ""engage order""",0
"Context: Bolten watched the exchanges and, after what he called"" a quiet moment,""suggested that the Vice President get in touch with the President and confirm the engage order. Bolten told us he wanted to make sure the President was told that the Vice President had executed the order. He said he had not heard any prior discussion on the subject with the President.
Question: What did Bolten talk about?
Answer: The hijacked plane",1
"Context: Bolten watched the exchanges and, after what he called"" a quiet moment,""suggested that the Vice President get in touch with the President and confirm the engage order. Bolten told us he wanted to make sure the President was told that the Vice President had executed the order. He said he had not heard any prior discussion on the subject with the President.
Question: What did Bolten talk about?
Answer: Who did the attacks",0
"Context: Bolten watched the exchanges and, after what he called"" a quiet moment,""suggested that the Vice President get in touch with the President and confirm the engage order. Bolten told us he wanted to make sure the President was told that the Vice President had executed the order. He said he had not heard any prior discussion on the subject with the President.
Question: What did Bolten talk about?
Answer: VP talking to the President,",1
"Context: Bolten watched the exchanges and, after what he called"" a quiet moment,""suggested that the Vice President get in touch with the President and confirm the engage order. Bolten told us he wanted to make sure the President was told that the Vice President had executed the order. He said he had not heard any prior discussion on the subject with the President.
Question: What did Bolten talk about?
Answer: ""Vice President get in touch with the President and confirm the engage order""",1
"Context: Boston Center called NEADS at 9:41 and identified Delta 1989, a 767 jet that had left Logan Airport for Las Vegas, as a possible hijack. NEADS warned the FAA's Cleveland Center to watch Delta 1989.
Question: What entity did NEADS warn in response to a 767 jet that had left Logan Airport for Las Vegas?
Answer: World Trade Center",0
"Context: Boston Center called NEADS at 9:41 and identified Delta 1989, a 767 jet that had left Logan Airport for Las Vegas, as a possible hijack. NEADS warned the FAA's Cleveland Center to watch Delta 1989.
Question: What entity did NEADS warn in response to a 767 jet that had left Logan Airport for Las Vegas?
Answer: Pentagon",0
"Context: Boston Center called NEADS at 9:41 and identified Delta 1989, a 767 jet that had left Logan Airport for Las Vegas, as a possible hijack. NEADS warned the FAA's Cleveland Center to watch Delta 1989.
Question: What entity did NEADS warn in response to a 767 jet that had left Logan Airport for Las Vegas?
Answer: FAA",1
"Context: Boston Center called NEADS at 9:41 and identified Delta 1989, a 767 jet that had left Logan Airport for Las Vegas, as a possible hijack. NEADS warned the FAA's Cleveland Center to watch Delta 1989.
Question: What entity did NEADS warn in response to a 767 jet that had left Logan Airport for Las Vegas?
Answer: A hijaking at the world trade center",0
"Context: Boston Center called NEADS at 9:41 and identified Delta 1989, a 767 jet that had left Logan Airport for Las Vegas, as a possible hijack. NEADS warned the FAA's Cleveland Center to watch Delta 1989.
Question: What entity did NEADS warn in response to a 767 jet that had left Logan Airport for Las Vegas?
Answer: Boston Center",0
"Context: Boston Center called NEADS at 9:41 and identified Delta 1989, a 767 jet that had left Logan Airport for Las Vegas, as a possible hijack. NEADS warned the FAA's Cleveland Center to watch Delta 1989.
Question: What entity did NEADS warn in response to a 767 jet that had left Logan Airport for Las Vegas?
Answer: Cleveland Center",1
"Context: Boston Center called NEADS at 9:41 and identified Delta 1989, a 767 jet that had left Logan Airport for Las Vegas, as a possible hijack. NEADS warned the FAA's Cleveland Center to watch Delta 1989.
Question: What entity did NEADS warn in response to a 767 jet that had left Logan Airport for Las Vegas?
Answer: Another possible hijacked aircraft",0
"Context: Boston Center called NEADS at 9:41 and identified Delta 1989, a 767 jet that had left Logan Airport for Las Vegas, as a possible hijack. NEADS warned the FAA's Cleveland Center to watch Delta 1989.
Question: What entity did NEADS warn in response to a 767 jet that had left Logan Airport for Las Vegas?
Answer: FAA's Cleveland Center",1
"Context: Brian Sheridan - the outgoing assistant secretary of defense for special operations and low - intensity conflict ( SOLIC ), the key counterterrorism policy office in the Pentagon - never briefed Rumsfeld. He departed on January 20 ; he had not been replaced by 9/11.
Question: What position was vacant from January 2001 and had not been replaced before 9/11?
Answer: Assistant secretary of defense for special operations",1
"Context: Brian Sheridan - the outgoing assistant secretary of defense for special operations and low - intensity conflict ( SOLIC ), the key counterterrorism policy office in the Pentagon - never briefed Rumsfeld. He departed on January 20 ; he had not been replaced by 9/11.
Question: What position was vacant from January 2001 and had not been replaced before 9/11?
Answer: Assistant secretary of defense for special operations and low-intensity conflict",1
"Context: Brian Sheridan - the outgoing assistant secretary of defense for special operations and low - intensity conflict ( SOLIC ), the key counterterrorism policy office in the Pentagon - never briefed Rumsfeld. He departed on January 20 ; he had not been replaced by 9/11.
Question: What position was vacant from January 2001 and had not been replaced before 9/11?
Answer: President",0
"Context: Brian Sheridan - the outgoing assistant secretary of defense for special operations and low - intensity conflict ( SOLIC ), the key counterterrorism policy office in the Pentagon - never briefed Rumsfeld. He departed on January 20 ; he had not been replaced by 9/11.
Question: What position was vacant from January 2001 and had not been replaced before 9/11?
Answer: Commander",0
"Context: But I think it is certain that most of the early Christians understood these words of our Lord's ascension and coming again in glory. Christ seemed to have left the world. The little while that He had promised to be away seemed to have become a very long while.
Question: Who promised to be away a little while?
Answer: Christ",1
"Context: But I think it is certain that most of the early Christians understood these words of our Lord's ascension and coming again in glory. Christ seemed to have left the world. The little while that He had promised to be away seemed to have become a very long while.
Question: Who promised to be away a little while?
Answer: Christians",0
"Context: But Panikpak is startled when the stone lamp in front of her breaks in half, and, to the horror of those present, Kumaglak falls over dead. The visitor removes the leader's walrus - tooth necklace from Kumaglak's body, and, passing by Tulimaq, he puts the necklace around the neck of Sauri, the son of the murdered leader Kumaglak, saying, ` ` Be careful what you wish for''.
Question: What happened to Kumaglak?
Answer: He died",1
"Context: But Panikpak is startled when the stone lamp in front of her breaks in half, and, to the horror of those present, Kumaglak falls over dead. The visitor removes the leader's walrus - tooth necklace from Kumaglak's body, and, passing by Tulimaq, he puts the necklace around the neck of Sauri, the son of the murdered leader Kumaglak, saying, ` ` Be careful what you wish for''.
Question: What happened to Kumaglak?
Answer: He disappeared",0
"Context: But Panikpak is startled when the stone lamp in front of her breaks in half, and, to the horror of those present, Kumaglak falls over dead. The visitor removes the leader's walrus - tooth necklace from Kumaglak's body, and, passing by Tulimaq, he puts the necklace around the neck of Sauri, the son of the murdered leader Kumaglak, saying, ` ` Be careful what you wish for''.
Question: What happened to Kumaglak?
Answer: He was murdered",1
"Context: But after two years of alternating between the throne and his sickbed, he died, heirless. In fact, the only rightful claimant to the crown was the elderly Prince Henry.
Question: Who died after two years of alternating between the throne and his sickbed?
Answer: Francis Drake",0
"Context: But after two years of alternating between the throne and his sickbed, he died, heirless. In fact, the only rightful claimant to the crown was the elderly Prince Henry.
Question: Who died after two years of alternating between the throne and his sickbed?
Answer: SebastiÃ£oâs",0
"Context: But after two years of alternating between the throne and his sickbed, he died, heirless. In fact, the only rightful claimant to the crown was the elderly Prince Henry.
Question: Who died after two years of alternating between the throne and his sickbed?
Answer: Prince Henry",1
"Context: Callimaco hires the service of a shady ` fixer' named Ligurio to aid in his quest to sleep with her. With the fixer's help,. Callimaco masquerades as a doctor and convinces Nicia that the best way for Lucrezia to conceive a child is by her taking a potion made from the Mandrake Root.
Question: Who helped Callimaco masquerade as a doctor?
Answer: Her confessor",0
"Context: Callimaco hires the service of a shady ` fixer' named Ligurio to aid in his quest to sleep with her. With the fixer's help,. Callimaco masquerades as a doctor and convinces Nicia that the best way for Lucrezia to conceive a child is by her taking a potion made from the Mandrake Root.
Question: Who helped Callimaco masquerade as a doctor?
Answer: The fixer",1
"Context: Callimaco hires the service of a shady ` fixer' named Ligurio to aid in his quest to sleep with her. With the fixer's help,. Callimaco masquerades as a doctor and convinces Nicia that the best way for Lucrezia to conceive a child is by her taking a potion made from the Mandrake Root.
Question: Who helped Callimaco masquerade as a doctor?
Answer: Ligurio",1
"Context: Callimaco hires the service of a shady ` fixer' named Ligurio to aid in his quest to sleep with her. With the fixer's help,. Callimaco masquerades as a doctor and convinces Nicia that the best way for Lucrezia to conceive a child is by her taking a potion made from the Mandrake Root.
Question: Who helped Callimaco masquerade as a doctor?
Answer: Lucrezia",0
"Context: Callimaco hires the service of a shady ` fixer' named Ligurio to aid in his quest to sleep with her. With the fixer's help,. Callimaco masquerades as a doctor and convinces Nicia that the best way for Lucrezia to conceive a child is by her taking a potion made from the Mandrake Root.
Question: Who helped Callimaco masquerade as a doctor?
Answer: Brother Timoteo",0
"Context: Callimaco is taken by the beauty of Lucrezia, but she is the loyal wife of Nicia, a rich and foolish lawyer. Lgurio informs Callimaco that Nicia and Lucrezia are anxious to have a child.
Question: Whose wife longs to have a child?
Answer: Lucrezia's lover",0
"Context: Callimaco is taken by the beauty of Lucrezia, but she is the loyal wife of Nicia, a rich and foolish lawyer. Lgurio informs Callimaco that Nicia and Lucrezia are anxious to have a child.
Question: Whose wife longs to have a child?
Answer: Nicia",1
"Context: Callimaco is taken by the beauty of Lucrezia, but she is the loyal wife of Nicia, a rich and foolish lawyer. Lgurio informs Callimaco that Nicia and Lucrezia are anxious to have a child.
Question: Whose wife longs to have a child?
Answer: The rich and foolish lawyer",1
"Context: Callimaco is taken by the beauty of Lucrezia, but she is the loyal wife of Nicia, a rich and foolish lawyer. Lgurio informs Callimaco that Nicia and Lucrezia are anxious to have a child.
Question: Whose wife longs to have a child?
Answer: Ligurio",0
"Context: Callimaco is taken by the beauty of Lucrezia, but she is the loyal wife of Nicia, a rich and foolish lawyer. Lgurio informs Callimaco that Nicia and Lucrezia are anxious to have a child.
Question: Whose wife longs to have a child?
Answer: Callimaco",0
"Context: Callimaco is taken by the beauty of Lucrezia, but she is the loyal wife of Nicia, a rich and foolish lawyer. Lgurio informs Callimaco that Nicia and Lucrezia are anxious to have a child.
Question: Whose wife longs to have a child?
Answer: Shady fixer",0
"Context: Catherine V."" Ginny"" Kilgore of Oxford, an attorney with North Mississippi Rural Legal Services, has been recognized for her dedication to serving the indigent. Kilgore - who oversees delivering legal services to the disabled and elderly in 39 north Mississippi counties - is recipient of the University of Mississippi School of Law's 2002 Public Service Award.
Question: What has"" Ginny"" Kilgore of Oxford done?
Answer: Business Law",0
"Context: Catherine V."" Ginny"" Kilgore of Oxford, an attorney with North Mississippi Rural Legal Services, has been recognized for her dedication to serving the indigent. Kilgore - who oversees delivering legal services to the disabled and elderly in 39 north Mississippi counties - is recipient of the University of Mississippi School of Law's 2002 Public Service Award.
Question: What has"" Ginny"" Kilgore of Oxford done?
Answer: She has help indigent people, the elderly and disabled in northern Mississippi",1
"Context: Catherine V."" Ginny"" Kilgore of Oxford, an attorney with North Mississippi Rural Legal Services, has been recognized for her dedication to serving the indigent. Kilgore - who oversees delivering legal services to the disabled and elderly in 39 north Mississippi counties - is recipient of the University of Mississippi School of Law's 2002 Public Service Award.
Question: What has"" Ginny"" Kilgore of Oxford done?
Answer: Graduate at UM Law School",1
"Context: Catherine V."" Ginny"" Kilgore of Oxford, an attorney with North Mississippi Rural Legal Services, has been recognized for her dedication to serving the indigent. Kilgore - who oversees delivering legal services to the disabled and elderly in 39 north Mississippi counties - is recipient of the University of Mississippi School of Law's 2002 Public Service Award.
Question: What has"" Ginny"" Kilgore of Oxford done?
Answer: Chief Justice of Montana Legal System",0
"Context: Catherine V."" Ginny"" Kilgore of Oxford, an attorney with North Mississippi Rural Legal Services, has been recognized for her dedication to serving the indigent. Kilgore - who oversees delivering legal services to the disabled and elderly in 39 north Mississippi counties - is recipient of the University of Mississippi School of Law's 2002 Public Service Award.
Question: What has"" Ginny"" Kilgore of Oxford done?
Answer: Under Graduate at UM Law School",0
"Context: Catherine V."" Ginny"" Kilgore of Oxford, an attorney with North Mississippi Rural Legal Services, has been recognized for her dedication to serving the indigent. Kilgore - who oversees delivering legal services to the disabled and elderly in 39 north Mississippi counties - is recipient of the University of Mississippi School of Law's 2002 Public Service Award.
Question: What has"" Ginny"" Kilgore of Oxford done?
Answer: Civic Law",0
"Context: Catherine V."" Ginny"" Kilgore of Oxford, an attorney with North Mississippi Rural Legal Services, has been recognized for her dedication to serving the indigent. Kilgore - who oversees delivering legal services to the disabled and elderly in 39 north Mississippi counties - is recipient of the University of Mississippi School of Law's 2002 Public Service Award.
Question: What has"" Ginny"" Kilgore of Oxford done?
Answer: Very successful Defense Attorney",0
"Context: Catherine V."" Ginny"" Kilgore of Oxford, an attorney with North Mississippi Rural Legal Services, has been recognized for her dedication to serving the indigent. Kilgore - who oversees delivering legal services to the disabled and elderly in 39 north Mississippi counties - is recipient of the University of Mississippi School of Law's 2002 Public Service Award.
Question: What has"" Ginny"" Kilgore of Oxford done?
Answer: Legal Trainer at Mississippi Law Center",0
"Context: Catherine V."" Ginny"" Kilgore of Oxford, an attorney with North Mississippi Rural Legal Services, has been recognized for her dedication to serving the indigent. Kilgore - who oversees delivering legal services to the disabled and elderly in 39 north Mississippi counties - is recipient of the University of Mississippi School of Law's 2002 Public Service Award.
Question: What has"" Ginny"" Kilgore of Oxford done?
Answer: Versees delivering legal services to the disabled and elderly in 39 north Mississippi counties",1
"Context: Catherine V."" Ginny"" Kilgore of Oxford, an attorney with North Mississippi Rural Legal Services, has been recognized for her dedication to serving the indigent. Kilgore - who oversees delivering legal services to the disabled and elderly in 39 north Mississippi counties - is recipient of the University of Mississippi School of Law's 2002 Public Service Award.
Question: What has"" Ginny"" Kilgore of Oxford done?
Answer: Very successful prosecutor",0
"Context: Cathy Wallace did not always know what she wanted to be when she grew up. She wanted to help people, but did not know exactly how.
Question: Who felt like she wanted to help people, but did not know exactly how?
Answer: Hunter Huss",0
"Context: Cathy Wallace did not always know what she wanted to be when she grew up. She wanted to help people, but did not know exactly how.
Question: Who felt like she wanted to help people, but did not know exactly how?
Answer: Cathy Wallace",1
